,R1,R2,R3,R4,R5,R6,R7,R8
tyrB,0.497294466611,0.481097342284,0.483952039542,0.483190361456,0.47086395226800004,0.491069352307,0.47261243745399995,0.480441342952
WT,0.5300921117790001,0.5090136136760001,0.509498062442,0.48435773217100003,0.49142629018,0.47136038941299996,0.48702507645099996,0.47985492438199995
yggE,0.545326763354,0.528256696829,0.536885235263,0.523609033044,0.523843176552,0.518935688917,0.511145655876,0.501775827888
yicH,0.667118447312,0.528246763828,0.528039733961,0.508382323397,0.499891685325,0.48550764476,0.490827967703,0.48141000694499997
appY,0.5334941938459999,0.543816719217,0.537177315749,0.526771921169,0.512524582464,0.508404599901,0.5078832940429999,0.5104884602950001
gspL,0.5474879590030001,0.542057397088,0.542093113486,0.538710036127,0.543929046712,0.541375201212,0.5275036603109999,0.5204256463270001
lsrc,0.539746857525,0.548176076619,0.53333719841,0.538180948659,0.533462695562,0.524117611917,0.524576636996,0.527839773719
ompL,0.441887351236,0.43625231218800004,0.437402340371,0.43285286251500005,0.426283936961,0.424400404693,0.429353818226,0.423161950577
WT,0.536199767769,0.535212381961,0.523587649592,0.525582327115,0.505377417529,0.5018482507800001,0.49662687040299996,0.505679223501
ycaL,0.523022909942,0.520594955898,0.522869442936,0.532300579658,0.527580331753,0.528992966538,0.510552763765,0.502235865642
yfiD,0.53075864264,0.543340097873,0.525452285159,0.516120492855,0.51168168521,0.5008078086819999,0.5022233925,0.506736022072
yhbP,0.516129355917,0.519243242455,0.518569700995,0.522218690643,0.51845325169,0.5191717762129999,0.519292979265,0.5148548823219999
yjfJ,0.5517062375389999,0.545266439007,0.538704475609,0.5313429447300001,0.54138845375,0.5383099668069999,0.5384988264370001,0.5377248990300001
ptsH,0.553950522875,0.506397143011,0.513666974348,0.506261073661,0.46877388438999995,0.482914958829,0.509756203552,0.471891440964
WT,0.49449493480499995,0.498193231897,0.501078420231,0.48057394465899994,0.479382167083,0.48637350385899997,0.481793256629,0.473104650083
ygjP,0.49089484618600004,0.481174899701,0.472747131565,0.469915312616,0.446937260499,0.462342995794,0.658161478918,0.44608941286200005
yigZ,0.526782866435,0.522361720988,0.47662638774800004,0.512494390465,0.506766817362,0.5071075750190001,0.504275884741,0.501209625471
ykfF,0.5244150262439999,0.503324871844,0.507760546884,0.602864701202,0.5123330968240001,0.495319117045,0.464292852494,0.491578443291
yobH,0.515601330106,0.520742105756,0.505220653656,0.510252349729,0.49974526040100004,0.510976209211,0.48938731655,0.493607083567
yphG,0.544609246263,0.517320159578,0.504811264466,0.500924462867,0.497361045128,0.510992456673,0.49884660082500004,0.49605429679799995
yqjE,0.538281497205,0.503634733551,0.489875027232,0.491255481201,0.48934086093400003,0.49472162276500004,0.478502282524,0.504077666186
Unnamed: 65,,,,,,,,
Unnamed: 66,,,,,,,,
Unnamed: 67,,,,,,,,
Unnamed: 68,,,,,,,,
Unnamed: 69,,,,,,,,
Unnamed: 70,,,,,,,,
Unnamed: 71,,,,,,,,
Unnamed: 72,,,,,,,,
Unnamed: 73,,,,,,,,
Unnamed: 74,,,,,,,,
Unnamed: 75,,,,,,,,
Unnamed: 76,,,,,,,,
Unnamed: 77,,,,,,,,
Unnamed: 78,,,,,,,,
Unnamed: 79,,,,,,,,
cstA,0.509980453294,0.501451404327,0.493490744171,0.492714518358,0.494291507252,0.483969680362,0.491463787319,0.48691194820600003
idnD,0.513431220647,0.504528232953,0.51666849479,0.503764937855,0.504606776276,0.49832148641699997,0.502905840889,0.492848492903
intG,0.528569519223,0.517848071554,0.516054830459,0.5048142930699999,0.5199326277699999,0.503938270117,0.517893578648,0.512885022325
mprA,0.581196709966,0.577899278262,0.5844922310840001,0.5713860800630001,0.559724663262,0.565448166483,0.568043038748,0.557519066975
narD,0.527284334968,0.509135376816,0.516477269973,0.502859481099,0.49984425532300003,0.484436081321,0.49095424513400004,0.48380583376900005
norV,0.5213333043280001,0.510663908494,0.5085557592100001,0.496750719932,0.490009001764,0.47904095369599997,0.492037629833,0.481675139867
tyrB,0.482210742543,0.471112876494,0.468481411382,0.469871630682,0.465340623419,0.46275770423,0.46115039370800004,0.457007477376
WT,0.514601531043,0.498063432462,0.498817088124,0.48650405143200004,0.498216404684,0.487768552967,0.48961331461499996,0.493866286757
yeeW,0.522675221959,0.51166247378,0.515084480223,0.496396730185,0.501562831272,0.493571171707,0.499996868849,0.48315717574699996
alsB,0.528289762993,0.529373914782,0.517418520836,0.518559799918,0.510113433362,0.496162869863,0.495714166098,0.49435621232500004
ascG,0.507998364101,0.508995629059,0.498355040387,0.497722215667,0.487979888498,0.485276826668,0.48047088864500004,0.48477600633999995
pflD,0.512954264659,0.499145160233,0.491482234757,0.48850485420100004,0.493251461642,0.49413867467100003,0.496487155459,0.49917327042099996
treC,0.495747815482,0.479883498182,0.474282626857,0.468598273875,0.469746111989,0.46358022217100003,0.473112239634,0.463077439608
WT,0.51213761933,0.49649050885799995,0.485727310387,0.486310107995,0.479840749362,0.475196480722,0.475063720654,0.478423121703
xdhC,0.489843492069,0.490766294683,0.47869477180500003,0.495859790554,0.486029636444,0.478669939689,0.471313731478,0.468671361903
yggF,0.502500824962,0.512716366279,0.499734196686,0.510453467805,0.502939644427,0.507158328786,0.501321047011,0.504874525384
yihV,0.481181591094,0.476467405849,0.46915682957800003,0.484807566788,0.48179591536000005,0.47538842472599996,0.465129683261,0.46874468295
yjeL,0.49417218186399997,0.48216061907799995,0.486016426829,0.477327641504,0.481178917902,0.471254858539,0.476069971252,0.467540053714
citT,0.558043431244,0.5645020868330001,0.539349847105,0.545815365762,0.531748089346,0.524977644428,0.519225508738,0.519340597031
WT,0.536405941726,0.5302404202250001,0.526360967766,0.509404889767,0.512135099567,0.509915973325,0.505438026272,0.5511475693410001
xdhC,0.6297655442260001,0.505088911737,0.48796975062200004,0.506410050517,0.48520553904700003,0.506596434131,0.489190936947,0.46224422897699996
ybdG,0.511279114097,0.49367361696199996,0.6650153288239999,0.6861874533560001,0.637905918791,0.80525415366,0.810269697926,0.708282880091
ycfX,0.538606986931,0.5184161306239999,0.516470099039,0.525192104429,0.5278396172850001,0.511232112198,0.521671605002,0.514440655185
yifL,0.533068658656,0.515647372876,0.513938147122,0.518791073549,0.502647242337,0.499877586859,0.49637773966700005,0.483130572015
yjfJ,0.495342236409,0.494650730357,0.47640213618999994,0.46789925622199996,0.461321855045,0.457218048657,0.45982728634099995,0.459187365321
ykfI,0.5258435964429999,0.533014060334,0.523806000286,0.506199928315,0.518487528005,0.50924632059,0.502212259169,0.512725544106
ytfF,0.541620956745,0.536592045373,0.513144173001,0.5299582548690001,0.51050934044,0.50637807346,0.510934560839,0.49974893506499996
caiB,0.528484300648,0.512662116907,0.5136723332109999,0.51550353372,0.511275750303,0.509485889507,0.506471629717,0.500721904971
gspM,0.5176448577780001,0.513289007786,1.13172752765,0.5002708493029999,0.508583481664,0.5051506440519999,0.510503064387,0.49749252444
melA,0.5135465045840001,0.506548629279,0.513073272632,0.49941953587399995,0.48931905021399996,0.48446703855800005,0.7344559835,0.490245734037
syd,0.507397152739,0.503295806768,0.507706887285,0.496023193129,0.49969792180100003,0.478506510612,0.49613245038000003,0.49757362559199997
WT,0.5096711513459999,0.49084630581999994,0.49884263927199995,0.490323820768,0.490921795369,0.48559995564499997,0.492600742711,0.505402302316
ybaJ,0.5154043178559999,0.51157572552,0.5165597398640001,0.497919808698,0.509670601797,0.505139145924,0.5068881297119999,0.551800120965
ydjK,0.498819817503,0.50091362905,0.49758020725900004,0.497867286259,0.49558987883,0.6626669665680001,0.49329020660800005,0.487359822619
yhbW,0.504070583194,0.50595578873,0.506643574746,0.510521554526,0.503203503378,0.5079383452790001,0.509969486296,0.492758875292
yhcM,0.5046423835930001,0.49919904521799996,0.502949334229,0.48525655334,0.502184517555,0.489356665314,0.482963400421,0.480695251463
alr,0.559902168518,0.556703554249,0.5564048904150001,0.551444055731,0.542692173687,0.551201291686,0.549507568267,0.554958749752
cbpM,0.5583019710530001,0.546671195378,0.538772324946,0.532723262481,0.5199959860800001,0.516267948019,0.5141955343,0.508692727203
fixC,0.555010102056,0.52894746156,0.540486699447,0.5221448481100001,0.514250674527,0.505373249639,0.506246601116,0.504841103787
hybG,0.535296293289,0.505892035465,0.527275486623,0.520177184424,0.513001919812,0.48945554747299996,0.5118315304209999,0.502193303982
hycA,0.872465429499,0.531607284071,0.524796718992,0.529870840788,0.539345754939,0.524654878307,0.519566383734,0.515927680089
nirC,0.546039574697,0.542040323798,0.5447670201579999,0.549559662192,0.5425426944030001,0.532404852661,0.5281669232389999,0.5172031496399999
phnH,0.509829291967,0.5410559428399999,0.543455673832,0.529228461997,0.523714645529,0.514172975926,0.503716482777,0.509879308522
WT,0.541891983645,0.5206387146779999,0.526278102629,0.501163360309,0.49568242236500004,0.497178022439,0.506295131101,0.504217709866
ybda,0.538048523103,0.530671547596,0.533286076514,0.516010125832,0.522300658673,0.5050315757689999,0.516190092506,0.504321379048
aqpZ,0.505320281854,0.490621763763,0.500038059897,0.48372640538500006,0.487481355639,0.48467209033200004,0.477510146152,0.486134977528
nsrR,0.46575551522799996,0.455512755695,0.461031628144,0.448741031664,0.457609993385,0.447409408309,0.446272211277,0.45594630119699997
ydgT,0.468876818067,0.45360011123099997,0.45559919456299997,0.45115930747,0.465903345956,0.46175590157799995,0.460135198078,0.463802479811
yidH,0.48138005081,0.460380270752,0.46373357634400003,0.45431830418499997,0.45976962270300004,0.45577180544,0.45776886138899997,0.457283529787
ybgD,0.463534607968,0.456502356863,0.456214111438,0.449674524949,0.44456512465899994,0.466767068125,0.445992839158,0.21394077421500002
yagH,0.482915411425,0.47515290547,0.472316943029,0.47013378929099997,0.481457181273,0.478839445572,0.46471994932099997,0.46840580929
yafX,0.29326590216299997,0.304779456838,0.304321064816,0.30922790888,0.305361446862,0.317472146158,0.323798501197,0.332033949622
caiT,0.48928091565,0.483526471615,0.474811119816,0.47783687919100004,0.482489149726,0.476492857718,0.46992999461499996,0.47742241090800003
yiaW,0.48610739837,0.465203175247,0.473471382966,0.470758402623,0.451315958883,0.49488866828999994,0.46210442003799995,0.45260220915700006
fruR,0.483102365655,0.481535377835,0.474335894339,0.476087195489,0.471287234838,0.472599063331,0.465003043514,0.474797929495
hsIR,0.485023686612,0.476048671902,0.488839206007,0.482684762725,0.486837525433,0.475188045435,0.478751955635,0.47399596440200004
mhpB,0.5192115036949999,0.519180876983,0.503533351096,0.507100571825,0.510600481374,0.500937532535,0.504297627528,0.495576959554
tdcE,0.470234612092,0.468915098598,0.463623041221,0.511204661233,0.469518845417,0.45543718001199995,0.45840950069200004,0.457335549041
WT,0.503694542383,0.46450987808999994,0.48497196713600005,0.47899297317100004,0.474507501382,0.44996825191699996,0.500084934555,0.462930088928
ydjQ,0.481674534599,0.47698977124799996,0.47556817254199996,0.466273228285,0.471721438507,0.45746183429399995,0.454159576281,0.454262994267
yjgB,0.505835873343,0.48313751015600004,0.48082183131399997,0.471004975295,0.435232270281,0.461522938576,0.46375308875200005,0.46243162973800006
ykfl,0.51246986991,0.48519059822800004,0.494394676928,0.485688089006,0.48499082166599994,0.483701857888,0.48067060593500005,0.48104748617299997
yncI,0.49993879775,0.491329083964,0.57216556694,0.47807643151199997,0.46878182713399996,0.429689717382,0.470528073843,0.462626725822
crcA,0.527980725926,0.536326662532,0.5449451545239999,0.534287757683,0.53359869643,0.544139698294,0.531501145608,0.519727569201
sspA,0.540644531249,0.553442520474,0.538878451478,0.522156803112,0.525344858419,0.519113452929,0.5189544525550001,0.521075804405
yigL,0.538866143773,0.5249560040460001,0.510966091376,0.516676121373,0.52985475622,0.519835103374,0.51021999598,0.515847780276
yjhG,0.528691129017,0.532392910753,0.520511775111,0.51404531274,0.506544342695,0.497125753133,0.507264968814,0.511448696413
appB,0.531708078357,0.531060606422,0.517389252617,0.5180879575680001,0.512688544599,0.498051848283,0.501509838705,0.502557024481
nagK,0.541496770452,0.524506626497,0.539700024736,0.517546747145,0.523605791962,0.5153003499669999,0.520584061826,0.519906880981
appA,0.535434494574,0.519492920834,0.524688549445,0.50589885826,0.531931868365,0.489886078274,0.49067990075199996,0.477214114669
yecP,0.532217325365,0.522253067533,0.522706565934,0.516338591487,0.505355674012,0.484813151061,0.49450365251100004,0.501170870208
yihS,0.0372055353664,0.0383574603992,0.0351974525365,0.0359376230531,0.0391054958819,0.113883223298,0.0739323663197,0.0636373054968
alr,0.607934663623,0.5885050663520001,0.582903072047,0.566352997896,0.566144137665,0.5523075142930001,0.5466463040339999,0.552520964431
cbpM,0.659523664401,0.6301569485899999,0.613379402167,0.616702448619,0.5971999443630001,0.578628369508,0.576122541293,0.566285222875
fixC,0.6225978253719999,0.59224612625,0.596638919436,0.5891589042350001,0.599233067971,0.574684339654,0.571090347852,0.59289263563
hybG,0.612338361897,0.605402277664,0.591726285487,0.579225923161,0.5625197897209999,0.5622390787579999,0.5521169945809999,0.550577705888
hycA,0.598526991341,0.575016019734,0.564044285109,0.551737724226,0.546863695158,0.537135292149,0.530208409018,0.536223288496
nirC,0.617034147409,0.601491129943,0.589700567836,0.585167115453,0.566291772308,0.57069375591,0.550462471037,0.546458485279
phnH,0.6144434983420001,0.5965218265,0.5858255894569999,0.567069521098,0.5655115112960001,0.557953089064,0.566206215292,0.542006552156
WT,0.623403927145,0.5941185103859999,0.602248143434,0.584937047478,0.583866452675,0.567287373075,0.5782894806669999,0.553893088062
ybdA,0.5934086969169999,0.60153601673,0.575639602327,0.558843025259,0.556330778284,0.550180004323,0.543273210352,0.532445118765
agaA,0.519090161638,0.515994412891,0.512708378729,0.503553539968,0.505950131103,0.507206210881,0.510775392048,0.499253315993
ldcC,0.534148657592,0.518283584036,0.513121880657,0.512720431256,0.489182408482,0.483242054534,0.481576944457,0.480818146863
lysC,0.516409602374,0.508670743895,0.510340478744,0.508804089123,0.503238559243,0.5070793734610001,0.525074303937,0.512042850945
nagZ,0.49423546400799995,0.494143500484,0.489293446611,0.477940201414,0.488617658364,0.48276342821699997,0.48682550826899995,0.48166140315
osmy,0.511781138226,0.507913162203,0.500324090017,0.487526400292,0.48765696703,0.471193393147,0.468527307097,0.44381133669100004
Rph,0.647945669239,0.6422596508889999,0.643421626979,0.632036533574,0.6317663406390001,0.627349893741,0.631586845189,0.624027438469
sgcQ,0.513956351443,0.506872215209,0.502887558816,0.489752892344,0.474522741778,0.478280798165,0.47845382456600005,0.46479657891000004
ulaD,0.51815263452,0.505880836383,0.51224505953,0.49817040581,0.496810577675,0.490493437547,0.5086852676420001,0.491137992476
uxuR,0.518297944569,0.499400459289,0.501658985956,0.654032309636,0.624447903349,0.482408209167,0.478247686548,0.47805121181500004
Blank,0.0495300631831,0.055937616170199995,0.604513044528,0.0582003590632,0.589049657222,0.046043212044099995,0.604636506571,0.14011719295299999
yjfC,0.52221830294,0.524092640304,0.523934581502,0.510799021803,0.505998677743,0.5063316315199999,0.507771081903,0.504087200742
yhbS,0.519550038266,0.508818747589,0.49334776998,0.493130546719,0.5102615520530001,0.499654604883,0.505602415379,0.481303614062
ssuE,0.531439155687,0.527592148976,0.520395603941,0.498758486677,0.49799307755500005,0.491629821502,0.501358788568,0.494115130766
yhcM,0.521930437607,0.5130110333910001,0.51433165567,0.515571501005,0.512629350036,0.49687690017999997,0.497063143304,0.48652412848800003
yafV,0.509176732104,0.494585889318,0.491842013724,0.491862238514,0.49252258450400005,0.49264989281099997,0.480165122738,0.474206483874
napC,0.502225261095,0.545722068809,0.49233886508,0.495828480841,0.487862221987,0.482630770671,0.47127358013000004,0.47084139019599996
ybbP,0.503366076287,0.490818607613,0.482530897103,0.48121143728,0.477579126118,0.47526881176299995,0.47246429931199996,0.48980902512900004
ynaA,0.515988233476,0.501879106745,0.51432048515,0.49898510635399995,0.530099582167,0.527639303259,0.7408414595049999,0.49719566678000005
pflC,0.486124145283,0.496274909057,0.482236524735,0.46791149648999997,0.463487330931,0.466639931643,0.455781661617,0.460895358927
WT,0.48879295262199995,0.480335602192,0.473311578584,0.475039294328,0.473796425542,0.47384655693800004,0.467927428001,0.470091574106
Blank.8,0.09261506716630001,,,,,,,
Blank.9,0.755679114381,,,,,,,
Blank.10,0.130832455181,,,,,,,
Blank.11,1.08779726648,,,,,,,
Blank.12,0.09904013538689999,,,,,,,
Blank.13,1.0694491918,,,,,,,
Blank.14,0.11897288176200001,,,,,,,
Paac,0.575012220225,0.5901649181949999,0.601385818388,0.607328044836,0.5989368504129999,0.611752805427,0.579843816045,0.694731992463
WT,0.504157071561,0.48921913736,0.486348372032,0.47293273433999994,0.479865490916,0.45145777111100005,0.462280526513,0.465776104453
yajQ,0.534046874146,0.523468553586,0.52323994562,0.503368204295,0.481820053791,0.477918079641,0.475320430696,0.49232926348899997
ybit,0.52489411057,0.507182321668,0.50055688266,0.488959686638,0.46242028027099996,0.456802423193,0.473475713775,0.470563680957
ycaD,0.518780046947,0.504734271132,0.49790466532300004,0.484520501135,0.477632530309,0.405804539704,0.467409749491,0.503355558102
Yeha,0.5007251474100001,0.490390004753,0.48624956857600005,0.48153684169600003,0.47591299369400003,0.473881315686,0.471763124185,0.468369819467
yfbM,0.471583274868,0.462003975056,0.45238492593199997,0.45891632507299995,0.49721953456699997,0.444346594351,0.463090561457,0.442368474181
yfjo,0.520614536275,0.5072850018339999,0.501484080319,0.5035300753499999,0.49921312659999995,0.48812174636100003,0.499030133362,0.497006853882
uxaA,0.55427993881,0.544455795743,0.547479018286,0.555084856441,0.547449416231,0.54307236194,0.5407568774679999,0.542407392069
yagQ,0.546390418315,0.544522331283,0.527100485037,0.5411972918469999,0.534255416147,0.530609324103,0.719273022401,0.485332453678
caic,0.5569516152489999,0.5594641167059999,0.538686543378,0.543477445475,0.5392511378939999,0.5419650132180001,0.5356062928059999,0.530298294465
paoB,0.48151961195299997,0.466505574193,0.47424128128,0.47436602530500005,0.472135964174,0.464083484301,0.46724284140600003,0.470435764244
xdhB,0.817686277737,0.483713072753,0.47374579213699997,0.47567936030100005,0.47435348652500003,0.481882058768,0.45169462415,0.47243800250699997
agaR,0.5133585243159999,0.527009189967,0.504024238003,0.500703113477,0.49941642247699997,0.504961442353,0.506975746981,0.503498372689
yagL,0.480833322378,0.484140419102,0.471716165541,0.46312179251900004,0.450055893455,0.47028517042900003,0.45894361141500006,0.450229872942
pfID,0.527409393529,0.512794933795,0.504933294707,0.491413566879,0.487167360656,0.939745692664,0.48359889781000004,0.479744121871
uxaC,0.559261211881,0.558947620694,0.539290517005,0.563298723028,0.518819383314,0.516545352282,0.506995508556,0.516569855662
abgR,0.541495161214,0.5295257148070001,0.518294164285,0.519085580432,0.5160585516089999,0.5218675309309999,0.570478321425,0.514719732747
casE,0.5347315867010001,0.529957758343,0.521101286541,0.462732195569,0.49646221106700006,0.49314077915700005,0.49030176575400003,0.476230552433
fabR,0.541129265009,0.520161382664,0.515627127813,0.50569098695,0.510879788823,0.5037668555229999,0.496278725439,0.484526709614
flu,0.538923068238,0.521419700795,0.507889045495,0.491295799709,0.486854164241,0.477028702997,0.48065834636200006,0.47802201479199996
fruB,0.526323656377,0.506913016379,0.517321257138,0.511510260599,0.5065313651410001,0.504127567932,0.507096409898,0.489779381681
fsR,0.515261448595,0.512306783684,0.519326094595,0.507868963254,0.513332391063,0.500403957193,0.507380187382,0.5358060387960001
ssuA,0.5372323426919999,0.526828702235,0.520886425141,0.51840931364,0.517068193953,0.522260432575,0.5198764936829999,0.510164798901
WT,0.516338414798,0.492992129419,0.49977896567900004,0.485781392067,0.487369201485,0.465688623566,0.47403184796899994,0.466109459855
ybdk,0.472371925346,0.466645317536,0.466696543789,0.443528899084,0.43818165516999996,0.432498569766,0.436754757443,0.42803637853
thiQ,0.39596405018200004,0.418510955716,0.418901767587,0.40632535701300004,0.41877675572899997,0.41739997863300005,0.435557217592,0.419019282068
paaC,0.5326042975649999,0.5306860479950001,0.522187354865,0.557048095501,0.580914351654,0.5398041793689999,0.54183613685,0.509655537276
dnaT,0.52519913732,0.521168089926,0.53415803562,0.53295262546,0.532952738561,0.505760911541,0.5107281955290001,0.519107198585
pfkA,0.545235049248,0.559212559151,0.544179067092,0.542743729629,0.535394328214,0.535054590983,0.529424435507,0.5287848882689999
glpX,0.5458935726290001,0.552403643289,0.544572199944,0.544208742337,0.539976250145,0.560701649502,0.541290439877,0.545634613489
fkpA,0.413722867957,0.40934222189400005,0.423613306955,0.409474193319,0.409063724247,0.405059109425,0.41308918240500003,0.404014131477
cynX,0.467064492118,0.45382987720299994,1.57429585935,0.44742417835000003,0.458508828887,0.43894520100100004,0.45010802802,0.44448748140600003
recF,0.535830880647,0.52355896081,0.518917506335,0.500296003043,0.502323532893,0.49269678355499996,0.514883951997,0.502859365355
bipA,0.522563336566,0.517686663046,0.513432114752,0.520221550152,0.489304954018,0.494534127149,0.480794702734,0.507177558721
WT,0.514577914211,0.5057315044240001,0.484043672669,0.503815010528,0.493420444288,0.50242320088,0.493510213789,0.495321205258
